ANATIDAE;;;;;;;
Columba palumbus;palumbus;Common Wood Pigeon;Paloma torcaz;A;A;A;
Columba bollii;;Bolle's Pigeon;Paloma turqué;;;A;
Columba junoniae;;Laurel Pigeon;Paloma rabiche;;;A (i);
Streptopelia turtur;turtur, arenicola;European Turtle Dove;Tórtola europea;A;A;A;
Streptopelia orientalis;meena;Oriental Turtle Dove;Tórtola oriental;A;;;R1
Streptopelia decaocto;decaocto;Eurasian Collared Dove;Tórtola turca;A;A;A;
Spilopelia senegalensis;phoenicophila;Laughing Dove;Tórtola senegalesa;A;A;A;R2 (excepto Canarias y territorios del norte de África).
CUCULIDAE;;;;;;;
Clamator glandarius;;Great Spotted Cuckoo;Críalo europeo;A;A;A;
Coccyzus americanus;;Yellow-billed Cuckoo;Cuclillo piquigualdo;A;;A;R1
Cuculus canorus;canorus, bangsi;Common Cuckoo;Cuco común;A;A;A;
TYTONIDAE;;;;;;;
Tyto alba;alba, guttata, gracilirostris;Western Barn Owl;Lechuza común;A;A;A;
STRIGIDAE;;;;;;;
Otus scops;scops, mallorcae;Eurasian Scops Owl;Autillo europeo;A;A;A;
Bubo bubo;hispanus, bubo;Eurasian Eagle-Owl;Búho real;A;;;
Strix aluco;mauritanica, sylvatica;Tawny Owl;Cárabo común;A;A;;
Surnia ulula;caparoch;Northern Hawk-Owl;Cárabo gavilán;;;B;R1
Athene noctua;vidalii, glaux;Little Owl;Mochuelo europeo;A;A;;
Aegolius funereus;funereus;Boreal Owl;Mochuelo boreal;A;;;
Asio otus;otus, canariensis;Long-eared Owl;Búho chico;A;;A;
Asio flammeus;flammeus;Short-eared Owl;Búho campestre;A;A;A;
Asio capensis;tingitanus;Marsh Owl;Búho moro;A;;;R1
CAPRIMULGIDAE;;;;;;;
Chordeiles minor;ASD;Common Nighthawk;Añapero yanqui;A;;A;R1
Caprimulgus ruficollis;ruficollis;Red-necked Nightjar;Chotacabras cuellirrojo;A;A;A;
Caprimulgus europaeus;europaeus, meridionalis;European Nightjar;Chotacabras europeo;A;A;A;
Caprimulgus aegyptius;saharae;Egyptian Nightjar;Chotacabras egipcio;;;A;R1
APODIDAE;;;;;;;
Chaetura pelagica;;Chimney Swift;Vencejo de chimenea;A;;A;R1
Tachymarptis melba;melba;Alpine Swift;Vencejo real;A;A;A;
Apus apus;apus;Common Swift;Vencejo común;A;A;A;
Apus unicolor;;Plain Swift;Vencejo unicolor;;;A;
Apus pallidus;brehmorum;Pallid Swift;Vencejo pálido;A;A;A;
Apus affinis;galilejensis;Little Swift;Vencejo moro;A;A;A;
Apus caffer;;White-rumped Swift;Vencejo cafre;A;A;A;
CORACIIDAE;;;;;;;
Coracias abyssinicus;;Abyssinian Roller;Carraca abisinia;;;A;R1
Coracias garrulus;garrulus;European Roller;Carraca europea;A;A;A;
ALCEDINIDAE;;;;;;;
Alcedo atthis;ispida, atthis;Common Kingfisher;Martín pescador común;A;A;A;
Megaceryle alcyon;;Belted Kingfisher;Martín gigante norteamericano;A;;;R1
MEROPIDAE;;;;;;;
Merops persicus;persicus, chrysocercus;Blue-cheeked Bee-eater;Abejaruco persa;A;;A;R1
Merops apiaster;;European Bee-eater;Abejaruco europeo;A;A;A;
UPUPIDAE;;;;;;;
Upupa epops;epops;Eurasian Hoopoe;Abubilla común;A;A;A;
PICIDAE;;;;;;;
Jynx torquilla;torquilla;Eurasian Wryneck;Torcecuello euroasiático;A;A;A;
Dryobates minor;buturlini;Lesser Spotted Woodpecker;Pico menor;A;;;
Dendrocopos medius;medius;Middle Spotted Woodpecker;Pico mediano;A;;;/ Asignada al género Dendrocoptes (D. medius) o al género Leiopicus (L. medius) por IOC v9.1 y HBW/BirdLife v3 respectivamente.
Dendrocopos major;hispanus, canariensis, thanneri, mauritanus;Great Spotted Woodpecker;Pico picapinos;A;A;A;
Dendrocopos leucotos;lilfordi;White-backed Woodpecker;Pico dorsiblanco;A;;;
Dryocopus martius;martius;Black Woodpecker;Picamaderos negro;A;;;
Picus sharpei;;Iberian Green Woodpecker;Pito real ibérico;A;;;
Picus vaillantii;;Levaillant's Green Woodpecker;Pito real bereber;;A;;R1 
FALCONIDAE;;;;;;;
Falco naumanni;;Lesser Kestrel;Cernícalo primilla;A;A;A;
Falco tinnunculus;tinnunculus, canariensis, dacotiae;Common Kestrel;Cernícalo vulgar;A;A;A;
Falco vespertinus;;Red-footed Falcon;Cernícalo patirrojo;A;A;A;
Falco eleonorae;;Eleonora's Falcon;Halcón de Eleonora;A;A;A;
Falco columbarius;subaesalon, aesalon;Merlin;Esmerejón;A;A;A;
Falco subbuteo;subbuteo;Eurasian Hobby;Alcotán europeo;A;A;A;
Falco biarmicus;erlangeri;Lanner Falcon;Halcón borní;A (i);A;;R2 (excepto territorios del norte de África).
Falco cherrug;cherrug;Saker Falcon;Halcón sacre;A (i);;;R1
Falco rusticolus;;Gyrfalcon;Halcón gerifalte;A (i);;;R1
Falco peregrinus;peregrinus, calidus, brookei;Peregrine Falcon;Halcón peregrino;A;A;A;
Falco pelegrinoides;pelegrinoides;Barbary Falcon;Halcón tagarote;;A;A;/ Considerada como ssp. de F. peregrinus (F. p. pelegrinoides) por HBW/BirdLife v3.
MALACONOTIDAE;;;;;;;
Tchagra senegalus;cucullatus;Black-crowned Tchagra;Chagra del Senegal;A;A;;R1 (excepto territorios del norte de África).
LANIIDAE;;;;;;;
Lanius cristatus;cristatus;Brown Shrike;Alcaudón pardo;A;;;R1
Lanius collurio;;Red-backed Shrike;Alcaudón dorsirrojo;A;;A;
Lanius isabellinus;isabellinus;Isabelline Shrike;Alcaudón isabel;A;;A;R2
Lanius minor;;Lesser Grey Shrike;Alcaudón chico;A (i);;;
Lanius excubitor;excubitor, koenigi, algeriensis, pallidirostris;Great Grey Shrike;Alcaudón norteño;A;A;A;R1 (solo sspp. excubitor y pallidirostris).
Lanius meridionalis;;Southern Grey Shrike;Alcaudón real;A;A;;
Lanius senator;senator, badius, niloticus;Woodchat Shrike;Alcaudón común;A;A;A;R1 (solo ssp. niloticus).
Lanius nubicus;;Masked Shrike;Alcaudón núbico;A;;;R1
VIREONIDAE;;;;;;;
Vireo olivaceus;olivaceus;Red-eyed Vireo;Vireo chiví;A;;;R1 / Especie  considerada monotípica por IOC v9.1, tras separación de V. olivaceus y V. chivi.
ORIOLIDAE;;;;;;;
Oriolus oriolus;;Eurasian Golden Oriole;Oropéndola europea;A;A;A;
CORVIDAE;;;;;;;
Garrulus  glandarius;glandarius, fasciatus, whitakeri;Eurasian Jay;Arrendajo euroasiático;A;A;;
Cyanopica cooki;;Iberian Magpie;Rabilargo ibérico;A;;;
Pica pica;melanotos;Eurasian Magpie;Urraca común;A;;;
Pica mauritanica;;Maghreb Magpie;Urraca magrebí;;A;;
Nucifraga caryocatactes;caryocatactes;Spotted Nutcracker;Cascanueces norteño;A;;;R1
Pyrrhocorax pyrrhocorax;erythroramphos, barbarus;Red-billed Chough;Chova piquirroja;A;A;A;
Pyrrhocorax graculus;graculus;Alpine Chough;Chova piquigualda;A;A;;
Corvus monedula;monedula/soemmerringii, spermologus;Western Jackdaw;Grajilla occidental;A;A;A;R1 (solo ssp. monedula/soemmerringi) / Asignada al género Coloeus (C. monedula) por IOC v9.1.
Corvus frugilegus;frugilegus;Rook;Graja;A;;;
Corvus corone;corone;Carrion Crow;Corneja negra;A;A;D;
Corvus cornix;cornix;Hooded Crow;Corneja cenicienta;A;A;;R2 / HBW/BirdLife v3 la considera ssp. de C. corone (C. c. cornix).
Corvus ruficollis;;Brown-necked Raven;Cuervo desertícola;D;;A;R1
Corvus corax;hispanus, tingitanus, canariensis;Northern Raven;Cuervo grande;A;A;A;
BOMBYCILLIDAE;;;;;;;
Bombycilla garrulus;garrulus;Bohemian Waxwing;Ampelis europeo;A;;;R2
PARIDAE;;;;;;;
Periparus ater;ater, vieirae;Coal Tit;Carbonero garrapinos;A;A;;
Lophophanes cristatus;weigoldi, mitratus;European Crested Tit;Herrerillo capuchino;A;A;;
Poecile palustris;palustris;Marsh Tit;Carbonero palustre;A;;;
Cyanistes teneriffae;palmensis, ultramarinus, degener, ombriosus, teneriffae, hedwigae;African Blue Tit;Herrerillo canario;D;A;A;R1 (excepto territorios del norte de África y Canarias) / Para la ssp. de Gran Canaria se adopta la grafía hedwigae, siguiendo a Manegold (2012). 
Cyanistes caeruleus;cauruleus, balearicus, ogliastrae;Eurasian Blue Tit;Herrerillo común;A;;;
Parus major;major, corsus, mallorcae, excelsus;Great Tit;Carbonero común;A;A;;
REMIZIDAE;;;;;;;
Remiz pendulinus;pendulinus;Eurasian Penduline Tit;Pájaro moscón europeo;A;;;
PANURIDAE;;;;;;;
Panurus biarmicus;biarmicus;Bearded Reedling;Bigotudo;A;;;
ALAUDIDAE;;;;;;;
Alaemon alaudipes;alaudipes;Greater Hoopoe-Lark;Alondra ibis;;A;A;R1
Ammomanes cinctura;arenicolor;Bar-tailed Lark;Terrera colinegra;A;;A;R1
Lullula arborea;arborea, pallida;Woodlark;Alondra totovía;A;;;
Alauda arvensis;arvensis, sierrae, ¿harterti?, cantarella;Eurasian Skylark;Alondra común;A;A;A;
Galerida theklae;theklae, erlangeri;Thekla Lark;Cogujada montesina;A;A;;
Galerida cristata;pallida, cristata, kleinschmidti, carthaginis;Crested Lark;Cogujada común;A;A;;
Eremophila alpestris;flava;Horned Lark;Alondra cornuda;A;;;R1
Calandrella brachydactyla;brachydactyla, ¿rubiginosa?;Greater Short-toed Lark;Terrera común;A;A;A;
Melanocorypha calandra;calandra;Calandra Lark;Calandria común;A;A;A;
Chersophilus duponti;duponti;Dupont's Lark;Alondra ricotí;A;;;
Alaudala rufescens;rufescens †, polatzeki, apetzii, ¿minor?;Lesser Short-toed Lark;Terrera marismeña;A;A;A;/ A. r. rufescens extinguida.
PYCNONOTIDAE;;;;;;;
Pycnonotus barbatus;barbatus;Common Bulbul;Bulbul naranjero;A;A;;R1 (excepto territorios del norte de África).
HIRUNDINIDAE;;;;;;;
Riparia riparia;riparia;Sand Martin;Avión zapador;A;A;A;
Hirundo rustica;rustica;Barn Swallow;Golondrina común;A;A;A;
Ptyonoprogne rupestris;;Eurasian Crag Martin;Avión roquero;A;A;A;
Delichon urbicum;urbicum, meridionale;Common House Martin;Avión común occidental;A;A;A;
Cecropis daurica;rufula;Red-rumped Swallow;Golondrina dáurica;A;A;A;
Petrochelidon pyrrhonota / Petrochelidon fulva;;American Cliff Swallow/Cave Swallow;Golondrina risquera/Golondrina pueblera;;;A;R1
SCOTOCERCIDAE;;;;;;;
Cettia cetti;cetti;Cetti's Warbler;Cetia ruiseñor;A;A;;/ Asignada a la familia Cettidae por IOC v9.1 y a la familia Scotocercidae por HBW/BirdLife v3.
AEGITHALIDAE;;;;;;;
Aegithalos caudatus;europaeus, taiti, irbii;Long-tailed Tit;Mito común;A;;;R1 (solo ssp. europaeus).
PHYLLOSCOPIDAE;;;;;;;
Phylloscopus sibilatrix;;Wood Warbler;Mosquitero silbador;A;A;A;
Phylloscopus bonelli;;Western Bonelli's Warbler;Mosquitero papialbo;A;A;A;
Phylloscopus humei;humei;Hume's Leaf Warbler;Mosquitero de Hume;A;;;R2
Phylloscopus inornatus;;Yellow-browed Warbler;Mosquitero bilistado;A;A;A;
Phylloscopus proregulus;;Pallas's Leaf Warbler;Mosquitero de Pallas;A;A;;R2
Phylloscopus schwarzi;;Radde's Warbler;Mosquitero de Schwarz;A;;;R1
Phylloscopus fuscatus;;Dusky Warbler;Mosquitero sombrío;A;;;R1 / Tratada como monotípica, siguiendo a Shirihai & Svenson (2018).
Phylloscopus trochilus;trochilus, acredula;Willow Warbler;Mosquitero musical;A;A;A;
Phylloscopus canariensis;canariensis, exsul †;Canary Islands Chiffchaff;Mosquitero canario;;;A;/P. c. exsul extinguida.
Phylloscopus collybita;abietinus, collybita, tristis;Common Chiffchaff;Mosquitero común;A;A;A;R2 (solo ssp. tristis) / El taxón tristis es elevado a especie (P. tristis) por HBW/BirdLife v3.
Phylloscopus ibericus;;Iberian Chiffchaff;Mosquitero ibérico;A;A;;
Phylloscopus trochiloides;viridanus;Greenish Warbler;Mosquitero verdoso;A;;;R1
Phylloscopus borealis;;Arctic Warbler;Mosquitero boreal;A;;;R1
ACROCEPHALIDAE;;;;;;;
Acrocephalus arundinaceus;arundinaceus;Great Reed Warbler;Carricero tordal;A;A;A;
Acrocephalus melanopogon;melanopogon;Moustached Warbler;Carricerín real;A;A;;
Acrocephalus paludicola;;Aquatic Warbler;Carricerín cejudo;A;A;A;
Acrocephalus schoenobaenus;;Sedge Warbler;Carricerín común;A;A;A;
Acrocephalus agricola;ASD;Paddyfield Warbler;Carricero agrícola;A;;;R2
Acrocephalus dumetorum;;Blyth's Reed Warbler;Carricero de Blyth;A;;;R1
Acrocephalus scirpaceus;scirpaceus, ambiguus;Common Reed Warbler;Carricero común;A;A;A;/ IOC 9.1 incluye el taxón ambiguus dentro de una nueva especie denominada A. baeticatus (A. b. ambiguus).
Acrocephalus palustris;;Marsh Warbler;Carricero políglota;A;;;R1
Iduna caligata;;Booted Warbler;Zarcero escita;A;;;R1
Iduna pallida;¿reiseri?;Eastern Olivaceous Warbler;Zarcero pálido;;;A;R1
Iduna opaca;;Western Olivaceous Warbler;Zarcero bereber;A;A;A;
Hippolais polyglotta;;Melodious Warbler;Zarcero políglota;A;A;A;
Hippolais icterina;;Icterine Warbler;Zarcero icterino;A;A;A;
LOCUSTELLIDAE;;;;;;;
Locustella naevia;naevia;Common Grasshopper Warbler;Buscarla pintoja;A;A;A;
Locustella fluviatilis;;River Warbler;Buscarla fluvial;A;;;R1
Locustella luscinioides;luscinioides;Savi's Warbler;Buscarla unicolor;A;;;
CISTICOLIDAE;;;;;;;
Cisticola juncidis;cisticola;Zitting Cisticola;Cistícola buitrón;A;A;;
SYLVIIDAE;;;;;;;
Sylvia atricapilla;heineken, pauluccii, atricapilla;Eurasian Blackcap;Curruca capirotada;A;A;A;
Sylvia borin;borin;Garden Warbler;Curruca mosquitera;A;A;A;
Sylvia nisoria;nisoria;Barred Warbler;Curruca gavilana;A;;;R1
Sylvia curruca;curruca, blythi/halimodendri;Lesser Whitethroat;Curruca zarcerilla;A;;A;R2
Sylvia hortensis;hortensis;Western Orphean Warbler;Curruca mirlona occidental;A;A;A;
Sylvia nana;;Asian Desert Warbler;Curruca enana;A;;;R1
Sylvia deserti;;African Desert Warbler;Curruca sahariana;A;;A;R1
Sylvia communis;communis;Common Whitethroat;Curruca zarcera;A;A;A;
Sylvia undata;dartfordiensis, undata, toni;Dartford Warbler;Curruca rabilarga;A;A;;
Sylvia sarda;;Marmora's Warbler;Curruca sarda;A;;;R1
Sylvia balearica;;Balearic Warbler;Curruca balear;A;;;
Sylvia deserticola;maroccana;Tristram's Warbler;Curruca del Atlas;A;;A;R1
Sylvia conspicillata;conspicillata, orbitalis;Spectacled Warbler;Curruca tomillera;A;A;A;
Sylvia cantillans;cantillans, albistriata, iberiae, ¿inornata?;Subalpine Warbler;Curruca carrasqueña;A;A;A;R1 (solo sspp. cantillans y albistriata).
Sylvia subalpina;;Moltoni's Warbler;Curruca subalpina;A;;;
Sylvia melanocephala;melanocephala, leucogastra;Sardinian Warbler;Curruca cabecinegra;A;A;A;
Sylvia ruppeli;;Rüppell's Warbler;Curruca de Rüppell;A;;;R1
REGULIDAE;;;;;;;
Regulus ignicapilla;ignicapilla, balearicus;Common Firecrest;Reyezuelo listado;A;A;;
Regulus regulus;regulus, teneriffae, ellenthalerae;Goldcrest;Reyezuelo sencillo;A;;A;
TROGLODYTIDAE;;;;;;;
Troglodytes troglodytes;troglodytes, kabylorum;Eurasian Wren;Chochín paleártico;A;A;;
SITTIDAE;;;;;;;
Sitta europaea;caesia, hispaniensis;Eurasian Nuthatch;Trepador azul;A;;;
TICHODROMIDAE;;;;;;;
Tichodroma muraria;muraria;Wallcreeper;Treparriscos;A;;;/ HBW/BirdLife v3 lo incluye en la familia Sittidae.
CERTHIIDAE;;;;;;;
Certhia familiaris;macrodactyla;Eurasian Treecreeper;Agateador euroasiático;A;;;
Certhia brachydactyla;megarhynchos, brachydactyla, mauritanica;Short-toed Treecreeper;Agateador europeo;A;A;;
MIMIDAE;;;;;;;
Dumetella carolinensis;;Grey Catbird;Pájaro gato gris;;;A;R1
STURNIDAE;;;;;;;
Pastor roseus;;Rosy Starling;Estornino rosado;A;;A;R2
Sturnus vulgaris;vulgaris;Common Starling;Estornino pinto;A;A;A;
Sturnus unicolor;;Spotless Starling;Estornino negro;A;A;A;
TURDIDAE;;;;;;;
Zoothera aurea;ASD;White's Thrush;Zorzal dorado de Siberia;B;;;R1
Turdus torquatus;torquatus, alpestris;Ring Ouzel;Mirlo capiblanco;A;A;A;
Turdus merula;merula, cabrerae, mauritanicus;Common Blackbird;Mirlo común;A;A;A;
Turdus obscurus;;Eyebrowed Thrush;Zorzal rojigrís;A;;;R1
Turdus naumanni;;Naumann's Thrush;Zorzal de Naumann;A;;;R1
Turdus pilaris;;Fieldfare;Zorzal real;A;A;A;
Turdus iliacus;coburni, iliacus;Redwing;Zorzal alirrojo;A;A;A;
Turdus philomelos;philomelos, clarkei;Song Thrush;Zorzal común;A;A;A;
Turdus viscivorus;viscivorus;Mistle Thrush;Zorzal charlo;A;A;A;
Turdus migratorius;¿nigrideus?;American Robin;Zorzal robín;A;;;R1
MUSCICAPIDAE;;;;;;;
Cercotrichas galactotes;galactotes;Rufous-tailed Scrub Robin;Alzacola rojizo;A;A;A;
Muscicapa striata;striata, balearica;Spotted Flycatcher;Papamoscas gris;A;A;A;/ IOC v9.1 incluye la ssp. balaearica en una nueva especie denominada M. tyrrhenica, dando lugar al taxón M. t. balearica.
Erithacus rubecula;melophilus, rubecula, superbus;European Robin;Petirrojo europeo;A;A;A;/ La ssp. grancanaria marionae, no reconocida por Shirihai & Svensson (2018), requiere más estudios.
Larvivora cyane;ASD;Siberian Blue Robin;Ruiseñor azul;A;;;R1
Luscinia svecica;svecica, namnetum, cyanecula, azuricollis ;Bluethroat;Ruiseñor pechiazul;A;A;A;R1 (solo ssp. svecica)/ Asignada al género Cyanecula (C. scvecica) por HBW/BirdLife v3.
Luscinia megarhynchos;megarhynchos;Common Nightingale;Ruiseñor común;A;A;A;
Tarsiger cyanurus;;Red-flanked Bluetail;Ruiseñor coliazul;A;;;R1
Ficedula hypoleuca;hypoleuca, iberiae;European Pied Flycatcher;Papamoscas cerrojillo;A;A;A;
Ficedula albicollis;;Collared Flycatcher;Papamoscas acollarado;A;;A;R2
Ficedula semitorquata;;Semicollared Flycatcher;Papamoscas semiacollarado;A;;;R1
Ficedula parva;;Red-breasted Flycatcher;Papamoscas papirrojo;A;A;A;R2
Phoenicurus ochruros;gibraltariensis;Black Redstart;Colirrojo tizón;A;A;A;
Phoenicurus phoenicurus;phoenicurus;Common Redstart;Colirrojo real;A;A;A;
Phoenicurus moussieri;;Moussier's Redstart;Colirrojo diademado;A;A;;R1 (excepto territorios del norte de África).
Monticola saxatilis;;Common Rock Thrush;Roquero rojo;A;A;A;
Monticola solitarius;solitarius;Blue Rock Thrush;Roquero solitario;A;A;A;
Saxicola rubetra;;Whinchat;Tarabilla norteña;A;A;A;
Saxicola dacotiae;dacotiae, murielae †;Canary Islands Stonechat;Tarabilla canaria;;;A;/ S. d. murielae extinguida.
Saxicola rubicola;hibernans, rubicola;European Stonechat;Tarabilla europea;A;A;A;/ Según HBW/BirdLife v3 se denomina S. torquatus, e incluye también a los taxones maurus, stejnegeri y hemprichii como subespecies.
Saxicola maurus;hemprichii, maurus/stejnegeri;Siberian Stonechat;Tarabilla siberiana;A;;A;R1 / Esta especie no existe para HBW /BirdLife v3, que incluye los taxones maurus, stejnegeri y hemprichii como sspp. de S. torquatus.
Oenanthe oenanthe;leucorhoa, oenanthe, libanotica, seebohmi;Northern Wheatear;Collalba gris;A;A;A;R1 (solo ssp. seebohmi) / El taxón seebohmi es elevado a especie (O. seebohmi) por HBW/BirdLife v3.
Oenanthe isabellina;;Isabelline Wheatear;Collalba isabel;A;;A;R2
Oenanthe deserti;homochroa, ¿deserti?;Desert Wheatear;Collalba desértica;A;;A;R2
Oenanthe hispanica;hispanica, melanoleuca;Black-eared Wheatear;Collalba rubia;A;A;A;R1 (solo ssp. melanoleuca).
Oenanthe leucura;leucura, riggenbachi;Black Wheatear;Collalba negra;A;A;;
Oenanthe leucopyga;leucopyga;White-crowned Wheatear;Collalba yebélica;;;A;R1
CINCLIDAE;;;;;;;
Cinclus cinclus;cinclus, aquaticus;White-throated Dipper;Mirlo acuático europeo;A;;;
PASSERIDAE;;;;;;;
Passer domesticus;domesticus, balearoibericus, tingitanus;House Sparrow;Gorrión común;A;A;E1;
Passer hispaniolensis;hispaniolensis;Spanish Sparrow;Gorrión moruno;A;A;A;
Passer montanus;montanus;Eurasian Tree Sparrow;Gorrión molinero;A;A;E1;
Petronia petronia;petronia, barbara;Rock Sparrow;Gorrión chillón;A;A;A;
Montifringilla nivalis;nivalis;White-winged Snowfinch;Gorrión alpino;A;;;
PRUNELLIDAE;;;;;;;
Prunella collaris;collaris;Alpine Accentor;Acentor alpino;A;;;
Prunella modularis;modularis, mabbotti;Dunnock;Acentor común;A;A;A;
MOTACILLIDAE;;;;;;;
Motacilla flava;flavissima, flava, iberiae, cinereocapilla, feldegg, thunbergi;Western Yellow Wagtail;Lavandera boyera;A;A;A;R2 (solo ssp. feldegg).
Motacilla citreola;citreola;Citrine Wagtail;Lavandera cetrina;A;;A;
Motacilla cinerea;cinerea, canariensis;Grey Wagtail;Lavandera cascadeña;A;A;A;/ Se acepta la ssp. canariensis, siguiendo a Tyler (2018).
Motacilla alba;yarrellii, alba, subpersonata;White Wagtail;Lavandera blanca;A;A;A;"R1 (ssp. subpersonata, excepto territorios del norte de África); la ssp. yarrellii se considera rara en Canarias."
Anthus richardi;;Richard's Pipit;Bisbita de Richard;A;;A;
Anthus godlewskii;;Blyth's Pipit;Bisbita estepario;A;;;R1
Anthus campestris;;Tawny Pipit;Bisbita campestre;A;A;A;
Anthus pratensis;;Meadow Pipit;Bisbita pratense;A;A;A;
Anthus trivialis;trivialis;Tree Pipit;Bisbita arbóreo;A;A;A;
Anthus hodgsoni;yunnanensis;Olive-backed Pipit;Bisbita de Hodgson;A;A;A;R2
Anthus cervinus;;Red-throated Pipit;Bisbita gorgirrojo;A;;A;
Anthus rubescens;rubescens;Buff-bellied Pipit;Bisbita norteamericano;A;;;R1
Anthus spinoletta;spinoletta;Water Pipit;Bisbita alpino;A;A;A;
Anthus petrosus;littoralis;Eurasian Rock Pipit;Bisbita costero;A;;A;
Anthus berthelotii;berthelotii;Berthelot's Pipit;Bisbita caminero;;;A;/ Tratada como politípica, siguiendo a Illera et al. (2007) y Shirihai & Svensson (2018).
FRINGILLIDAE;;;;;;;
Fringilla coelebs;coelebs, africana, canariensis, bakeri, ombriosa, palmae;Common Chaffinch;Pinzón vulgar;A;A;A;R1 (solo ssp. africana, excepto territorios del norte de África).
Fringilla teydea;;Tenerife Blue Chaffinch;Pinzón azul de Tenerife;;;A;
Fringilla polatzeki;;Gran Canaria Blue Chaffinch;Pinzón azul de Gran Canaria;;;A (i);
Fringilla montifringilla;;Brambling;Pinzón real;A;A;A;
Coccothraustes coccothraustes;coccothraustes, buvryi;Hawfinch;Picogordo común;A;A;A;
Pyrrhula pyrrhula;europaea, iberiae;Eurasian Bullfinch;Camachuelo común;A;A;;
Bucanetes githagineus;amantum, zedlitzi;Trumpeter Finch;Camachuelo trompetero;A;A;A;
Carpodacus erythrinus;erythrinus;Common Rosefinch;Camachuelo carminoso;A;A;A;R2
Chloris chloris;chloris, aurantiiventris, vanmarli;European Greenfinch;Verderón común;A;A;A;
Linaria flavirostris;ASD;Twite;Pardillo piquigualdo;A;;;R1
Linaria cannabina;cannabina, mediterranea, meadewaldoi, harterti;Common Linnet;Pardillo común;A;A;A;
Acanthis flammea;flammea, cabaret;Redpoll;Pardillo norteño;A;A;;R1 (ssp. flammea), R2 (ssp. cabaret y ssp. sin asignar) /El taxón cabaret es elevado al rango de especie (A. cabaret) por IOC v9.1.
Loxia curvirostra;curvirostra, balearica, poliogyna;Red Crossbill;Piquituerto común;A;A;A;
Carduelis carduelis;britannica, carduelis, parva;European Goldfinch;Jilguero europeo;A;A;A;
Carduelis citrinella;;Citril Finch;Verderón serrano;A;A;;
Serinus serinus;;European Serin;Serín verdecillo;A;A;A;
Serinus canaria;;Atlantic Canary;Serín canario;;;A;
Spinus spinus;;Eurasian Siskin;Jilguero lúgano;A;A;A;
CALCARIIDAE;;;;;;;
Calcarius lapponicus;lapponicus;Lapland Longspur;Escribano lapón;A;;A;R2
Plectrophenax nivalis;nivalis, insulae;Snow Bunting;Escribano nival;A;A;A;
EMBERIZIDAE;;;;;;;
Emberiza calandra;calandra;Corn Bunting;Escribano triguero;A;A;A;
Emberiza citrinella;citrinella;Yellowhammer;Escribano cerillo;A;A;;
Emberiza leucocephalos;¿leucocephalos?;Pine Bunting;Escribano cabeciblanco;A;;;R1
Emberiza cia;cia;Rock Bunting;Escribano montesino;A;A;;
Emberiza hortulana;;Ortolan Bunting;Escribano hortelano;A;A;A;
Emberiza caesia;;Cretzschmar's Bunting;Escribano ceniciento;A;;;R1
Emberiza cirlus;;Cirl Bunting;Escribano soteño;A;A;;
Emberiza sahari;;House Bunting;Escribano sahariano;A;A;;R1/ Tratada como monotípica siguiendo a Shirihai & Svensson (2018).
Emberiza pusilla;;Little Bunting;Escribano pigmeo;A;A;A;R2
Emberiza rustica;rustica;Rustic Bunting;Escribano rústico;A;;;R1/ Tratada como politípica siguiendo a Shirihai & Svensson (2018).
Emberiza aureola;¿aureola?;Yellow-breasted Bunting;Escribano aureolado;A;;;R1
Emberiza melanocephala;;Black-headed Bunting;Escribano cabecinegro;A (i);;;R1
Emberiza bruniceps;;Red-headed Bunting;Escribano carirrojo;A;;;R1
Emberiza schoeniclus;lusitanica, schoeniclus, witherbyi;Common Reed Bunting;Escribano palustre;A;A;A;
Melospiza melodia;melodia/atlantica;Song Sparrow;Chingolo cantor;A;;;R1
ICTERIDAE;;;;;;;
Dolichonyx oryzivorus;;Bobolink;Tordo charlatán;;;A;R1
PARULIDAE;;;;;;;
Parkesia noveboracensis;;Northern Waterthrush;Reinita charquera norteña;;;A;R1
Mniotilta varia;;Black-and-white Warbler;Reinita trepadora;;;A;R1
Geothlypis trichas;¿trichas?;Common Yellowthroat;Mascarita común;A;;;R1
Setophaga coronata;¿coronata?;Myrtle Warbler;Reinita coronada;A;;A;R1
